Gene,logFC,p_value,adj_p,ID,Gene symbol,Gene title
204667_at,3.3274080295294093,4.1973991769020887e-10,2.1694114552664688e-08,204667_at,FOXA1,forkhead box A1
1554564_a_at,0.5152582526776022,4.2171393734208005e-10,2.177552032752449e-08,1554564_a_at,SPPL3,signal peptide peptidase like 3
1558041_a_at,0.5074122413291859,4.2265728740948254e-10,2.1803603109189178e-08,1558041_a_at,KIAA0895L,KIAA0895 like
221957_at,1.3665919169745466,4.235101939152357e-10,2.182697155212432e-08,221957_at,PDK3,pyruvate dehydrogenase kinase 3
242696_at,1.11892614114932,4.257700136445234e-10,2.192273733462684e-08,242696_at,,
217838_s_at,1.6653293666436657,4.2841889914537515e-10,2.2038336565933493e-08,217838_s_at,EVL,Enah/Vasp-like
225235_at,1.2352715934926488,4.2957198996052784e-10,2.20768452354573e-08,225235_at,TSPAN17,tetraspanin 17
240725_at,0.6425107698235295,4.3240900023946724e-10,2.2201741132709204e-08,240725_at,,
203627_at,1.607996728505655,4.362340268397359e-10,2.2356072254353e-08,203627_at,IGF1R,insulin like growth factor 1 receptor
203509_at,1.7388242302318997,4.3600968263722085e-10,2.2356072254353e-08,203509_at,SORL1,sortilin related receptor 1
235956_at,-1.4542603837839394,4.3791029548781835e-10,2.2420924969446197e-08,235956_at,CEP126,centrosomal protein 126
224730_at,1.6975631430690017,4.3843700164652406e-10,2.2426853901467333e-08,224730_at,DCAF7,DDB1 and CUL4 associated factor 7
214324_at,1.5553850211595046,4.4010202525508e-10,2.2490944228836153e-08,214324_at,GP2,glycoprotein 2
203184_at,1.2261128598834836,4.5960048407911035e-10,2.3465420786299123e-08,203184_at,FBN2,fibrillin 2
204033_at,2.1877605022245463,4.675893708816362e-10,2.3850990909671804e-08,204033_at,TRIP13,thyroid hormone receptor interactor 13
221222_s_at,1.3751946684236436,4.755982077373765e-10,2.4236857684498854e-08,221222_s_at,C1orf56,chromosome 1 open reading frame 56
211375_s_at,1.4464025450294145,4.805284940006101e-10,2.44652655541598e-08,211375_s_at,ILF3,interleukin enhancer binding factor 3
1553984_s_at,1.1048410596125553,4.8396813024167e-10,2.4617424585703736e-08,1553984_s_at,DTYMK,deoxythymidylate kinase
227240_at,1.0034921401917405,4.846330676403745e-10,2.462829441223836e-08,227240_at,NGEF,neuronal guanine nucleotide exchange factor
213412_at,1.5703564623274882,4.866783041809176e-10,2.4709223408270054e-08,213412_at,TJP3,tight junction protein 3
221741_s_at,1.0266682608738744,4.898742570825479e-10,2.4792749024149222e-08,221741_s_at,YTHDF1,YTH N6-methyladenosine RNA binding protein 1
218154_at,1.0332665258433265,4.899888656603929e-10,2.4792749024149222e-08,218154_at,GSDMD,gasdermin D
227822_at,0.5775926649677596,4.903962067967201e-10,2.4792749024149222e-08,227822_at,ZNF605,zinc finger protein 605
213665_at,0.9346374109247728,4.898594650262787e-10,2.4792749024149222e-08,213665_at,SOX4,SRY-box 4
215155_at,0.7295194965565597,4.905947149284736e-10,2.4792749024149222e-08,215155_at,HEXA,hexosaminidase subunit alpha
213703_at,2.42789839826697,4.959884867714018e-10,2.497283728735825e-08,213703_at,LINC00342,long intergenic non-protein coding RNA 342
242859_at,2.104551685132353,4.957184903422936e-10,2.497283728735825e-08,242859_at,,
212849_at,0.4895651692154965,4.952560818645957e-10,2.497283728735825e-08,212849_at,AXIN1,axin 1
213050_at,2.4029244017268057,4.948159651589809e-10,2.497283728735825e-08,213050_at,COBL,cordon-bleu WH2 repeat protein
235545_at,0.7941626741662922,4.972349197648937e-10,2.5012520447786303e-08,235545_at,DEPDC1,DEP domain containing 1
208698_s_at,1.255574786821267,4.99265511378204e-10,2.506845661960533e-08,208698_s_at,NONO,"non-POU domain containing, octamer-binding"
230710_at,0.7342660532296392,4.989143957541307e-10,2.506845661960533e-08,230710_at,MIR210HG,MIR210 host gene
244625_at,1.9953942688863109,5.008536099418945e-10,2.5125081964171573e-08,244625_at,,
215947_s_at,0.9079795805480756,5.017261857332873e-10,2.5145742416103843e-08,215947_s_at,LOC100287852///FAM136A,protein FAM136A pseudogene///family with sequence similarity 136 member A
203623_at,0.8906782437002283,5.028360603571188e-10,2.5178247099294676e-08,203623_at,PLXNA3,plexin A3
242208_at,0.8259538529309922,5.047688461066754e-10,2.5251859625716077e-08,242208_at,ZNF37BP,"zinc finger protein 37B, pseudogene"
239350_at,2.517319373453622,5.063636206428997e-10,2.530844327020954e-08,239350_at,MARVELD3,MARVEL domain containing 3
226355_at,0.7837424874242069,5.068479876624515e-10,2.5309475131407998e-08,226355_at,POC1A,POC1 centriolar protein A
206482_at,1.281577324710407,5.117659319051123e-10,2.55198842426286e-08,206482_at,PTK6,protein tyrosine kinase 6
213505_s_at,1.287711701298644,5.119967981399131e-10,2.55198842426286e-08,213505_s_at,SUGP2,SURP and G-patch domain containing 2
205916_at,2.376679512208715,5.293669265130424e-10,2.6361603542112545e-08,205916_at,S100A7,S100 calcium binding protein A7
208029_s_at,2.095825416036765,5.336566326839593e-10,2.6550998500690813e-08,208029_s_at,LAPTM4B,lysosomal protein transmembrane 4 beta
1557384_at,1.5965691421419723,5.358187018346462e-10,2.66342886406495e-08,1557384_at,LOC100506639///ZNF131,uncharacterized LOC100506639///zinc finger protein 131
238513_at,2.420668505242646,5.389077827777188e-10,2.6763464855527866e-08,238513_at,PRRG4,proline rich and Gla domain 4
1560982_at,0.6291911817064477,5.408781054385202e-10,2.683689646975364e-08,1560982_at,,
203130_s_at,1.4906056731244348,5.423160302119987e-10,2.688380255489616e-08,203130_s_at,KIF5C,kinesin family member 5C
204402_at,1.1511573272058824,5.435027104491988e-10,2.691818006679385e-08,204402_at,RHBDD3,rhomboid domain containing 3
223721_s_at,1.4936886100786229,5.470505498995222e-10,2.706933088210882e-08,223721_s_at,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12
214728_x_at,2.0180244904145903,5.493781307651448e-10,2.7159881339701854e-08,214728_x_at,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
232914_s_at,1.9337418952924184,5.510357447325085e-10,2.7217176390729034e-08,232914_s_at,SYTL2,synaptotagmin like 2
218464_s_at,0.912609319863118,5.530184166619223e-10,2.7290408827297522e-08,218464_s_at,FAM222B,family with sequence similarity 222 member B
241391_at,1.624340203016969,5.610647373236037e-10,2.7662468200889772e-08,241391_at,,
232668_at,2.109409271058258,5.66632010530157e-10,2.7911740525925485e-08,232668_at,,
225713_at,0.994894125125568,5.676040155018298e-10,2.7934408982934508e-08,225713_at,STK11IP,serine/threonine kinase 11 interacting protein
1556666_a_at,1.9740706117777156,5.692967208192858e-10,2.799247362666288e-08,1556666_a_at,TTC6,tetratricopeptide repeat domain 6
208847_s_at,-1.469547775346717,5.698273448433227e-10,2.799334532331568e-08,208847_s_at,ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide"
35148_at,3.119984648877827,5.735327722692388e-10,2.812474858731608e-08,35148_at,TJP3,tight junction protein 3
233599_at,1.9667828220407249,5.732581304066871e-10,2.812474858731608e-08,233599_at,LOC728061,hCG2003663
244878_at,1.210544998050338,5.747665898025603e-10,2.8159951261071763e-08,244878_at,,
211208_s_at,0.8384343682924191,5.825066263558595e-10,2.851356875325243e-08,211208_s_at,CASK,calcium/calmodulin dependent serine protein kinase
212921_at,0.5423646291182145,5.834657820866219e-10,2.853492734812342e-08,212921_at,SMYD2,SET and MYND domain containing 2
222047_s_at,1.3066853211793037,5.914510525448582e-10,2.889955863638837e-08,222047_s_at,SRRT,"serrate, RNA effector molecule"
230748_at,2.5995222617138043,5.928420312063152e-10,2.8941614688022792e-08,230748_at,SLC16A6,solute carrier family 16 member 6
202613_at,1.8501672656787336,5.968538911507121e-10,2.9074717192252974e-08,202613_at,CTPS1,CTP synthase 1
202575_at,3.076811822092761,5.963091733901251e-10,2.9074717192252974e-08,202575_at,CRABP2,cellular retinoic acid binding protein 2
1562059_at,0.649637653564481,5.971666386799973e-10,2.9074717192252974e-08,1562059_at,,
235288_at,0.8235260740147052,5.993696852796313e-10,2.9152210057016272e-08,235288_at,,
206794_at,1.1018091233235303,5.998265247444855e-10,2.9152210057016272e-08,206794_at,ERBB4,erb-b2 receptor tyrosine kinase 4
229490_s_at,4.116804443914591,6.029081630074037e-10,2.9270969219265345e-08,229490_s_at,,
244551_at,0.4815591186798627,6.033426843964437e-10,2.9270969219265345e-08,244551_at,ZNF736,zinc finger protein 736
235803_at,2.7474289237177603,6.056082709551027e-10,2.9354790249075094e-08,235803_at,,
241060_x_at,1.3622207249541851,6.123296165742967e-10,2.9654248574098082e-08,241060_x_at,,
235509_at,1.4642016149705874,6.157443313590727e-10,2.9781076202724804e-08,235509_at,LOC100506538///NDUFAF6,uncharacterized LOC100506538///NADH:ubiquinone oxidoreductase complex assembly factor 6
221009_s_at,-2.576603763390274,6.160397778060481e-10,2.9781076202724804e-08,221009_s_at,ANGPTL4,angiopoietin like 4
211982_x_at,0.7192875558563392,6.193950765696782e-10,2.9916782198315466e-08,211982_x_at,XPO6,exportin 6
208999_at,1.583124438101243,6.239156688833829e-10,3.0108482132613763e-08,208999_at,SEPT8,septin 8
240296_at,1.08423865810181,6.251372943062545e-10,3.014078479323416e-08,240296_at,,
218916_at,1.1942944479824646,6.336630138328725e-10,3.052488405294294e-08,218916_at,ZNF768///ZNF747,zinc finger protein 768///zinc finger protein 747
239545_at,2.7411684177115387,6.357115160359666e-10,3.0569602496675795e-08,239545_at,,
244579_at,3.869499355468893,6.35154849881647e-10,3.0569602496675795e-08,244579_at,,
241936_x_at,0.8345124633467176,6.39189208826057e-10,3.0709778018061075e-08,241936_x_at,,
238109_at,0.6273916138365387,6.401074428690701e-10,3.072684619555935e-08,238109_at,ZNF782,zinc finger protein 782
222740_at,1.8903223319768108,6.432470239361531e-10,3.085042119456178e-08,222740_at,ATAD2,"ATPase family, AAA domain containing 2"
237388_at,1.0418684355543002,6.45044992889505e-10,3.0882638054467656e-08,237388_at,,
236017_at,0.4803671553076909,6.450504293243395e-10,3.0882638054467656e-08,236017_at,CDKL3,cyclin dependent kinase like 3
214004_s_at,1.8169811775141425,6.515691591568644e-10,3.1142746844971264e-08,214004_s_at,VGLL4,vestigial like family member 4
38269_at,1.1879733769519225,6.516245606727343e-10,3.1142746844971264e-08,38269_at,PRKD2,protein kinase D2
209391_at,0.8514638100514684,6.533810514259733e-10,3.1199373933314274e-08,209391_at,DPM2,"dolichyl-phosphate mannosyltransferase subunit 2, regulatory"
221804_s_at,-1.115471282983595,6.547336403497037e-10,3.1236632304760905e-08,221804_s_at,FAM45A///FAM45BP,"family with sequence similarity 45 member A///family with sequence similarity 45, member A pseudogene"
229576_s_at,0.5329671189796388,6.622932301928164e-10,3.1514648832339786e-08,229576_s_at,TBX3,T-box 3
218849_s_at,2.4874511284468355,6.619791557317784e-10,3.1514648832339786e-08,218849_s_at,PPP1R13L,protein phosphatase 1 regulatory subunit 13 like
200895_s_at,2.267060326790161,6.622299909652986e-10,3.1514648832339786e-08,200895_s_at,FKBP4,FK506 binding protein 4
231136_at,0.9912725026776036,6.63654983039689e-10,3.152447808470251e-08,231136_at,,
1559496_at,1.618567260339935,6.630786643449685e-10,3.152447808470251e-08,1559496_at,PPA2,pyrophosphatase (inorganic) 2
222417_s_at,-1.414946214576922,6.725292011305525e-10,3.1890505011732785e-08,222417_s_at,SNX5,sorting nexin 5
237839_at,0.5949513574202481,6.72044571945142e-10,3.1890505011732785e-08,237839_at,,
204231_s_at,1.3777685861521487,6.82626007861819e-10,3.234118479434915e-08,204231_s_at,FAAH,fatty acid amide hydrolase
202837_at,1.2512617409270348,6.916454017161821e-10,3.274008185625976e-08,202837_at,TRAFD1,TRAF-type zinc finger domain containing 1
222240_s_at,1.902211917613684,6.947651382399154e-10,3.284763185674064e-08,222240_s_at,ISYNA1,inositol-3-phosphate synthase 1
242074_at,1.2163248213506803,6.951211050868545e-10,3.284763185674064e-08,242074_at,,
226726_at,2.057386163817876,6.964629704249603e-10,3.2882571334622764e-08,226726_at,MBOAT2,membrane bound O-acyltransferase domain containing 2
239223_s_at,1.0209541898065608,7.010352807509762e-10,3.3069839747716113e-08,239223_s_at,FBXL20,F-box and leucine rich repeat protein 20
219556_at,0.4327286722154952,7.088432525454093e-10,3.3409288325281435e-08,219556_at,C16orf59,chromosome 16 open reading frame 59
1555982_at,1.5590639852488688,7.094795302862302e-10,3.3410425611296094e-08,1555982_at,ZFYVE16,zinc finger FYVE-type containing 16
227470_at,0.9496170532449142,7.118563270956568e-10,3.3493453859098154e-08,227470_at,ZNF48,zinc finger protein 48
236428_at,2.045517938149888,7.166163726995364e-10,3.368837640445134e-08,236428_at,,
242865_at,2.1922921149875547,7.300362480652101e-10,3.4289714615448455e-08,242865_at,,
226647_at,1.3162430722663991,7.334363242564883e-10,3.4419794618740224e-08,226647_at,TMEM25,transmembrane protein 25
225779_at,0.8231077284694583,7.372834166591174e-10,3.4570611338348784e-08,225779_at,SLC27A4,solute carrier family 27 member 4
239556_at,0.5377828320582565,7.422020512638523e-10,3.4771369747579225e-08,239556_at,LOC645513,septin 7 pseudogene
241903_at,1.9861582964621036,7.443411577565293e-10,3.484167757220721e-08,241903_at,,
200057_s_at,0.6268416831085943,7.490347155992185e-10,3.5031333112844695e-08,200057_s_at,NONO,"non-POU domain containing, octamer-binding"
215696_s_at,1.2420807329292982,7.605600993699873e-10,3.553990553383094e-08,215696_s_at,SEC16A,"SEC16 homolog A, endoplasmic reticulum export factor"
218342_s_at,1.5417824424366513,7.651187062684732e-10,3.572233863937296e-08,218342_s_at,ERMP1,endoplasmic reticulum metallopeptidase 1
228897_at,0.6195214756216094,7.67290341158294e-10,3.579311070946883e-08,228897_at,DERL3,derlin 3
238620_at,1.3673982048399322,7.687715082100953e-10,3.583157997147634e-08,238620_at,,
236769_at,0.5543588267115371,7.720781377013961e-10,3.595499375222226e-08,236769_at,LOC158402,uncharacterized LOC158402
1556375_at,0.314758105408937,7.743234536715647e-10,3.60288148149534e-08,1556375_at,,
204798_at,3.7069890083925343,7.758043278032325e-10,3.6038840940888246e-08,204798_at,MYB,"MYB proto-oncogene, transcription factor"
229666_s_at,1.7252402026809983,7.758595449814706e-10,3.6038840940888246e-08,229666_s_at,CSTF3,cleavage stimulation factor subunit 3
219445_at,0.8550918912324681,7.820440295711426e-10,3.624343056028914e-08,219445_at,GLTSCR1,glioma tumor suppressor candidate region gene 1
218024_at,-1.6669209536544116,7.822562011033659e-10,3.624343056028914e-08,218024_at,MPC1,mitochondrial pyruvate carrier 1
229518_at,0.6138382212188924,7.812469663502847e-10,3.624343056028914e-08,229518_at,FAM46B,family with sequence similarity 46 member B
208054_at,0.4596046697658376,7.836934666513458e-10,3.6279224526177954e-08,208054_at,HERC4,HECT and RLD domain containing E3 ubiquitin protein ligase 4
228919_at,3.0792961289852947,7.872562130156496e-10,3.6413268517102665e-08,228919_at,,
40149_at,0.7692751775989839,7.926685136148682e-10,3.663256122318873e-08,40149_at,SH2B1,SH2B adaptor protein 1
211168_s_at,0.9058668142754538,8.101653827090308e-10,3.7409489359455333e-08,211168_s_at,UPF1,"UPF1, RNA helicase and ATPase"
212384_at,1.938568486980769,8.114362821614285e-10,3.7436501136169575e-08,212384_at,ATP6V1G2-DDX39B///SNORD84///DDX39B,"ATP6V1G2-DDX39B readthrough (NMD candidate)///small nucleolar RNA, C/D box 84///DEAD-box helicase 39B"
226455_at,3.4766790941295262,8.125405174264244e-10,3.745578454443988e-08,226455_at,CREB3L4,cAMP responsive element binding protein 3 like 4
1559450_at,0.958540531852941,8.28491539881154e-10,3.815885211407047e-08,1559450_at,,
243496_at,1.887853260860864,8.31112428430928e-10,3.8247289402471855e-08,243496_at,RAB18,"RAB18, member RAS oncogene family"
244803_at,2.730218345705317,8.35787266560039e-10,3.843001956325221e-08,244803_at,,
209212_s_at,1.1365789739389125,8.37747351769751e-10,3.848772113825021e-08,209212_s_at,KLF5,Kruppel like factor 5
242564_at,0.8161732989813375,8.426561065058575e-10,3.8648174484859836e-08,242564_at,,
226403_at,3.894486283886315,8.423282007927461e-10,3.8648174484859836e-08,226403_at,TMC4,transmembrane channel like 4
38710_at,0.8432826221945664,8.449511423464803e-10,3.8720897059721716e-08,38710_at,LOC101927673///OTUB1,"uncharacterized LOC101927673///OTU deubiquitinase, ubiquitin aldehyde binding 1"
239278_at,2.0965009655350677,8.515706371463866e-10,3.899150486980926e-08,239278_at,BCAS4,breast carcinoma amplified sequence 4
203358_s_at,3.751393929327492,8.61554551629905e-10,3.941557910595858e-08,203358_s_at,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit
220668_s_at,1.2780709520899336,8.644859756420193e-10,3.948349796197973e-08,220668_s_at,DNMT3B,DNA methyltransferase 3 beta
236524_at,2.3173309014479626,8.639541991495721e-10,3.948349796197973e-08,236524_at,,
242108_at,2.3506219878133496,8.691431466268534e-10,3.9663013210490834e-08,242108_at,,
226869_at,0.6687961329751149,8.769955129234334e-10,3.9987918212070244e-08,226869_at,MEGF6,multiple EGF like domains 6
235217_at,1.6609481381470568,8.798809444824902e-10,4.008599504917349e-08,235217_at,LINC01004,long intergenic non-protein coding RNA 1004
226899_at,1.788571453162897,8.825879916524455e-10,4.0175788153793854e-08,226899_at,UNC5B,unc-5 netrin receptor B
222587_s_at,2.720602741451918,8.916727243685136e-10,4.0555504686090933e-08,222587_s_at,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7
218186_at,4.224686205777145,8.92880290632234e-10,4.05766139737025e-08,218186_at,RAB25,"RAB25, member RAS oncogene family"
233893_s_at,1.3866934434049822,8.970974922796149e-10,4.0714017578832536e-08,233893_s_at,UVSSA,UV stimulated scaffold protein A
34221_at,0.6648389841753408,8.973957593091762e-10,4.0714017578832536e-08,34221_at,HMGXB3,HMG-box containing 3
239469_at,0.2990993407160638,8.999181247188453e-10,4.0794544293214175e-08,239469_at,,
223685_s_at,0.356050245979072,9.032985620533075e-10,4.091380267079458e-08,223685_s_at,LOC101928524///PRPF18,uncharacterized LOC101928524///pre-mRNA processing factor 18
224925_at,1.829746519173641,9.042976680528928e-10,4.0925093221110146e-08,224925_at,PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"
206737_at,-2.7461676857347266,9.065710405079704e-10,4.09939857662672e-08,206737_at,WNT11,Wnt family member 11
240314_at,1.3326069880610856,9.095106270967433e-10,4.109286466582215e-08,240314_at,,
242551_at,2.105835500804859,9.109905347084001e-10,4.1125684362158624e-08,242551_at,,
235688_s_at,1.044182748194567,9.166649684259487e-10,4.1279420224191314e-08,235688_s_at,TRAF4,TNF receptor associated factor 4
215624_at,0.4038338281911762,9.162932661554264e-10,4.1279420224191314e-08,215624_at,TSC2,tuberous sclerosis 2
203616_at,1.292915521456445,9.162855699738308e-10,4.1279420224191314e-08,203616_at,POLB,DNA polymerase beta
201396_s_at,0.5074720138450224,9.249492003633101e-10,4.1618138834813776e-08,201396_s_at,SGTA,small glutamine rich tetratricopeptide repeat containing alpha
207760_s_at,0.8543637778642559,9.29335583688008e-10,4.1781059985261774e-08,207760_s_at,NCOR2,nuclear receptor corepressor 2
242560_at,2.4463198001826907,9.316355558407508e-10,4.1849989302248845e-08,242560_at,FANCD2,Fanconi anemia complementation group D2
